,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
2017-01-03,0.166666666667,0.166666666667,0.309523809524,0.309523809524,0.309523809524,0.47619047619,0.309523809524,0.409523809524,0.409523809524,0.266666666667,0.266666666667,0.211111111111,0.211111111111,0.520634920635,0.520634920635,0.720634920635,0.720634920635,0.620634920635,0.620634920635,0.453968253968
2017-01-13,0.0625,0.0625,0.118055555556,0.118055555556,0.118055555556,0.118055555556,0.260912698413,0.427579365079,0.427579365079,0.627579365079,0.627579365079,0.794246031746,1.39543650794,1.28591269841,1.08591269841,0.752579365079,0.690079365079,0.523412698413,0.323412698413,0.180555555556
2017-02-03,0.0769230769231,0.0769230769231,0.132478632479,0.132478632479,0.223387723388,0.223387723388,0.223387723388,0.223387723388,0.223387723388,0.223387723388,0.223387723388,0.223387723388,0.223387723388,0.146464646465,0.146464646465,0.0555555555556,0.0555555555556,0.0555555555556,0.0555555555556,0.0555555555556
2017-02-08,0.0769230769231,0.0769230769231,0.0769230769231,0.0769230769231,0.0769230769231,0.0769230769231,0.0769230769231,0.0769230769231,0.0769230769231,0.188034188034,0.188034188034,0.188034188034,0.188034188034,0.253968253968,0.253968253968,0.253968253968,0.253968253968,0.253968253968,0.142857142857,0.142857142857
2017-02-08,0.0769230769231,0.0769230769231,0.0769230769231,0.0769230769231,0.0769230769231,0.0769230769231,0.0769230769231,0.0769230769231,0.0769230769231,0.188034188034,0.188034188034,0.188034188034,0.188034188034,0.253968253968,0.253968253968,0.253968253968,0.253968253968,0.253968253968,0.142857142857,0.142857142857
2017-02-13,0.22619047619,0.22619047619,0.22619047619,0.22619047619,0.22619047619,0.22619047619,0.22619047619,0.174242424242,0.174242424242,0.174242424242,0.174242424242,0.174242424242,0.0909090909091,0.0909090909091,0.257575757576,0.257575757576,0.257575757576,0.257575757576,0.166666666667,0.166666666667
2017-02-17,0.267857142857,0.267857142857,0.267857142857,0.517857142857,0.517857142857,0.60119047619,0.60119047619,0.208333333333,0.0833333333333,0.0833333333333,0.0833333333333,0.25,0.375,0.375,0.375,0.375,0.375,0.125,0.125,0.125
2017-03-17,0.142857142857,0.142857142857,0.47619047619,0.547619047619,0.85873015873,0.692063492063,1.05317460317,0.987240537241,0.987240537241,0.787240537241,0.537240537241,0.370573870574,0.370573870574,0.259462759463,0.259462759463,0.148351648352,0.148351648352,0.0769230769231,0.0769230769231,0.0769230769231
2017-03-17,0.142857142857,0.142857142857,0.47619047619,0.547619047619,0.85873015873,0.692063492063,1.05317460317,0.987240537241,0.987240537241,0.787240537241,0.537240537241,0.370573870574,0.370573870574,0.259462759463,0.259462759463,0.148351648352,0.148351648352,0.0769230769231,0.0769230769231,0.0769230769231
2017-03-30,0.125,0.325,0.325,0.325,0.45,0.45,0.25,0.25,0.125,0.215909090909,0.382575757576,0.507575757576,0.382575757576,0.549242424242,0.749242424242,0.749242424242,0.582575757576,0.582575757576,0.582575757576,0.0909090909091
2017-04-21,0.166666666667,0.166666666667,0.166666666667,0.166666666667,0.309523809524,0.409523809524,0.242857142857,0.242857142857,0.242857142857,0.242857142857,0.242857142857,0.1,0.225,0.225,0.225,0.125,0.125,0.125,0.125,0.125
2017-06-02,0.0909090909091,0.0909090909091,0.0909090909091,0.0909090909091,0.0909090909091,0.0909090909091,0.0909090909091,0.0909090909091,0.290909090909,0.290909090909,0.490909090909,0.4,0.525,0.325,0.325,0.125,0.125,0.125,0.125,0.125
2017-06-02,0.0909090909091,0.0909090909091,0.0909090909091,0.0909090909091,0.0909090909091,0.0909090909091,0.0909090909091,0.0909090909091,0.290909090909,0.290909090909,0.490909090909,0.4,0.525,0.325,0.325,0.125,0.125,0.125,0.125,0.125
2017-06-08,0.0909090909091,0.0909090909091,0.233766233766,0.233766233766,0.3170995671,0.383766233766,0.383766233766,0.460689310689,0.460689310689,0.317832167832,0.317832167832,0.226923076923,0.226923076923,0.226923076923,0.226923076923,0.226923076923,0.14358974359,0.14358974359,0.14358974359,0.14358974359
2017-06-15,0.0714285714286,0.0714285714286,0.0714285714286,0.0714285714286,0.0714285714286,0.0714285714286,0.0714285714286,0.238095238095,0.363095238095,0.363095238095,0.588095238095,0.588095238095,0.588095238095,0.564285714286,0.659523809524,0.659523809524,0.784523809524,0.784523809524,0.659523809524,0.659523809524
2017-07-04,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.222222222222,0.222222222222,0.293650793651,0.638528138528,0.638528138528,0.813131313131,0.813131313131,0.924242424242,0.924242424242,0.813131313131,0.670274170274,0.670274170274,0.273448773449,0.273448773449,0.18253968254,0.18253968254
2017-07-04,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.222222222222,0.222222222222,0.293650793651,0.638528138528,0.638528138528,0.813131313131,0.813131313131,0.924242424242,0.924242424242,0.813131313131,0.670274170274,0.670274170274,0.273448773449,0.273448773449,0.18253968254,0.18253968254
2017-07-04,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.222222222222,0.222222222222,0.293650793651,0.638528138528,0.638528138528,0.813131313131,0.813131313131,0.924242424242,0.924242424242,0.813131313131,0.670274170274,0.670274170274,0.273448773449,0.273448773449,0.18253968254,0.18253968254
2017-07-17,0.25,0.75,1.08333333333,0.583333333333,0.666666666667,2.16666666667,2.16666666667,1.53333333333,0.2,0.2,0.2,0.2,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2017-08-08,0.0909090909091,0.0909090909091,0.0909090909091,0.20202020202,0.685353535354,0.85202020202,0.85202020202,0.85202020202,0.60202020202,0.692929292929,0.626262626263,0.368686868687,0.257575757576,0.257575757576,0.257575757576,0.257575757576,0.257575757576,0.257575757576,0.257575757576,0.190909090909
2017-08-18,0.0769230769231,0.0769230769231,0.0769230769231,0.0769230769231,0.0769230769231,0.188034188034,0.188034188034,0.188034188034,0.188034188034,0.188034188034,0.188034188034,0.188034188034,0.313034188034,0.236111111111,0.125,0.125,0.125,0.125,0.125,0.125
2017-08-18,0.0769230769231,0.0769230769231,0.0769230769231,0.0769230769231,0.0769230769231,0.188034188034,0.188034188034,0.188034188034,0.188034188034,0.188034188034,0.188034188034,0.188034188034,0.313034188034,0.236111111111,0.125,0.125,0.125,0.125,0.125,0.125
2017-08-18,0.0769230769231,0.0769230769231,0.0769230769231,0.0769230769231,0.0769230769231,0.188034188034,0.188034188034,0.188034188034,0.188034188034,0.188034188034,0.188034188034,0.188034188034,0.313034188034,0.236111111111,0.125,0.125,0.125,0.125,0.125,0.125
2017-10-11,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.396825396825,0.396825396825,0.396825396825,0.285714285714,0.385714285714,0.385714285714,0.385714285714,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2017-10-17,0.1,0.3,0.466666666667,0.566666666667,0.566666666667,0.566666666667,0.366666666667,0.366666666667,0.342857142857,0.467857142857,0.367857142857,0.367857142857,0.367857142857,0.267857142857,0.267857142857,0.325,0.325,0.2,0.2,0.2
2017-10-17,0.1,0.3,0.466666666667,0.566666666667,0.566666666667,0.566666666667,0.366666666667,0.366666666667,0.342857142857,0.467857142857,0.367857142857,0.367857142857,0.367857142857,0.267857142857,0.267857142857,0.325,0.325,0.2,0.2,0.2
